Country,Year,GDP [million Euro],Population,Emissions_GHG [thousand tonnes CO2eq],Emissions_NOx [tonne],Emissions_PM2.5 [tonne],Emissions_PM10 [tonne],Emissions_SOx [tonne],Emissions_NMVOC [tonne],Emissions_NH3 [tonne],Emissions_Pb [tonne],Emissions_Cd [tonne],Emissions_Hg [tonne],Emissions_As [tonne],Emissions_Ni [tonne],Emissions_Cr [tonne],Cost_GHG [Euro per tonnes CO2eq],Cost_NOx [Euro per tonne],Cost_PM2.5 [Euro per tonne],Cost_PM10 [Euro per tonne],Cost_SOx [Euro per tonne],Cost_NMVOC [Euro per tonne],Cost_NH3 [Euro per tonne],Cost_Pb [Euro per kg],Cost_Cd [Euro per kg],Cost_Hg [Euro per kg],Cost_As [Euro per kg],Cost_Ni [Euro per kg],Cost_Cr [Euro per kg],GDP per capita,External cost GHG,External cost NOx,External cost PM2.5,External cost PM10,External cost SOx,External cost NMVOC,External cost NH3,External cost Pb,External cost Cd,External cost Hg,External cost As,External cost Ni,External cost Cr,Total external cost,GrDP [million Euro],GrDP per capita [Euro],Share external cost [%]
Sweden,2010,374695.2,9340682.0,21670.73,168790,26220,44290,28800,176700,54690,10,1,1,1,14,5,105,18625.0,53538,34765,20187.0,932.0,17421,32531,185175,16903,11044,24,3129,40114.32998147245,2275.42665,3143.71375,1403.76636,1539.74185,581.3856,164.6844,952.75449,325.31,185.175,16.903,11.044,0.336,15.645,10615.886099999998,364079.3139,38977.80846195171,2.83320578966584
Norway,2010,323760.9,4858199.0,31222.87,208960,34580,43370,18950,168630,30530,6,1,0,2,0,4,105,16865.64706,56741,36845,15510.52941,1117.0,9684,32531,185175,16903,11044,24,3129,66642.1651315642,3278.40135,3524.2456096575997,1962.10378,1597.96765,293.9245323195,188.35971,295.65252,195.186,185.175,0.0,22.088,0.0,12.516,11555.620151977098,312205.2798480229,64263.584066445794,3.569183354746388
Switzerland,2010,455933.7,7785806.0,51884.86,84880,9200,17050,10480,100220,59060,17,1,1,0,0,0,105,143134.2577,306655,199126,232060.8763,12280.68085,65004,32531,185175,16903,11044,24,3129,58559.60192175351,5447.9103,12149.235793576,2821.226,3395.0983,2431.997983624,1230.7698347870003,3839.13624,553.027,185.175,16.903,0.0,0.0,0.0,32070.479451986994,423863.220548013,54440.50629414771,7.034022589685078
United Kingdom,2010,1872175.5,62510197.0,608931.55,1245370,123060,190330,460470,880200,261290,102,5,7,17,144,41,105,55633.0,268250,174188,117414.0,4722.0,102606,32531,185175,16903,11044,24,3129,29949.92161038942,63937.812750000005,69283.66921,33010.845,33153.20204,54065.62458,4156.3044,26809.92174,3318.162,925.875,118.321,187.748,3.456,128.289,289099.23072000005,1583076.26928,25325.088469646,15.441887297424843
Belgium,2011,375967.8,11000638.0,122847.37,227380,24820,33310,53250,132200,71880,30,2,2,2,9,12,105,67427.0,512037,332491,159275.0,7953.0,162801,32531,185175,16903,11044,24,3129,34176.9086483893,12898.97385,15331.55126,12708.75834,11075.27521,8481.39375,1051.3866,11702.13588,975.93,370.35,33.806,22.088,0.216,37.548,74689.41288999999,301278.38711,27387.35581608994,19.865906838298383
Bulgaria,2011,41478.9,7369431.0,55695.63,132670,32850,56510,513990,87570,42620,67,2,1,4,7,6,105,39770.0,309647,201070,46368.0,2791.0,58106,32531,185175,16903,11044,24,3129,5628.507818310532,5848.041149999999,5276.2859,10171.90395,11362.4657,23832.68832,244.40787,2476.47772,2179.577,370.35,16.903,44.176,0.168,18.774,61842.218609999996,-20363.318609999995,-2763.2145019065915,149.09319825260553
Czechia,2011,165202.2,10486731.0,131723.06,237150,43300,55450,167470,243310,91620,21,1,3,2,7,11,105,49118.0,282451,183409,71277.0,8138.0,131699,32531,185175,16903,11044,24,3129,15753.450717864318,13830.921299999998,11648.3337,12230.1283,10170.02905,11936.75919,1980.05678,12066.26238,683.151,185.175,50.709,22.088,0.168,34.419,74838.2007,90363.99930000001,8616.984577939495,45.300970991911726
Denmark,2011,247879.9,5560628.0,60597.01,140230,19260,30290,14070,124800,78140,13,1,0,0,4,2,105,25320.0,124113,80593,54274.0,1483.0,25524,32531,185175,16903,11044,24,3129,44577.68079432754,6362.68605,3550.6236,2390.41638,2441.16197,763.63518,185.0784,1994.44536,422.903,185.175,0.0,0.0,0.096,6.258,18302.47894,229577.42106,41286.239802410804,7.38360752122298
Germany,2011,2693560.0,80222065.0,895267.37,1444520,114940,226590,389300,1272640,624760,169,13,10,7,142,75,105,74688.0,266647,173147,116457.0,5720.0,90548,32531,185175,16903,11044,24,3129,33576.298490945104,94003.07385,107888.30976,30648.40618,39233.37873,45336.7101,7279.5008,56570.76848,5497.739,2407.275,169.03,77.308,3.408,234.675,389349.58290000004,2304210.4171,28722.900826599267,14.454832374255634
Estonia,2011,16677.3,1329660.0,16311.88,40650,18180,34400,72700,22830,10210,40,1,1,11,6,10,105,7116.0,26735,17360,6789.0,508.0,15020,32531,185175,16903,11044,24,3129,12542.529669238751,1712.7474,289.2654,486.0423,597.184,493.5603,11.59764,153.3542,1301.24,185.175,16.903,121.484,0.144,31.29,5399.98724,11277.312759999999,8481.350691154128,32.37926546863102
Ireland,2011,171703.2,4570881.0,64760.84,108720,14510,28510,24870,108150,110450,6,0,0,1,7,2,105,29855.0,50219,32609,77934.0,1779.0,15632,32531,185175,16903,11044,24,3129,37564.57453169313,6799.888199999999,3245.8356,728.67769,929.68259,1938.21858,192.39885,1726.5544,195.186,0.0,0.0,11.044,0.168,6.258,15773.911909999999,155929.28809000002,34113.61794148656,9.186731470351162
Greece,2011,203308.2,11123392.0,112397.74,325880,47450,78170,159630,200250,70320,30,5,2,2,56,9,105,26670.0,145705,94614,36550.0,3480.0,41129,32531,185175,16903,11044,24,3129,18277.53620478358,11801.762700000001,8691.2196,6913.70225,7395.97638,5834.4765,696.87,2892.19128,975.93,925.875,33.806,22.088,1.344,28.161,46213.40271,157094.79729000002,14122.921972901793,22.73071263726697
Spain,2011,1063763.0,46667174.0,321187.92,903040,138810,201110,279370,592550,423370,98,8,4,13,80,27,105,42135.0,201671,130955,71915.0,3611.0,22806,32531,185175,16903,11044,24,3129,22794.67361790538,33724.7316,38049.5904,27993.95151,26336.36005,20090.89355,2139.69805,9655.37622,3188.038,1481.4,67.612,143.572,1.92,84.483,162957.62638,900805.37362,19302.76244325401,15.318978605196834
France,2011,2058369.0,64978721.0,444806.44,1086340,160810,244100,221880,1128780,607120,99,3,5,6,67,34,105,63655.0,208191,135189,111252.0,6209.0,42588,32531,185175,16903,11044,24,3129,31677.585651462734,46704.6762,69150.9727,33479.19471,32999.6349,24684.59376,7008.59502,25856.02656,3220.569,555.525,84.515,66.264,1.608,106.386,243918.56085,1814450.43915,27923.763521753528,11.850089116674416
Croatia,2011,45378.6,4289857.0,22036.76,68710,36510,48350,29160,86590,43630,8,1,1,1,7,3,105,59833.0,192306,124874,79013.0,5231.0,59914,32531,185175,16903,11044,24,3129,10578.11484159029,2313.8597999999997,4111.12543,7021.09206,6037.6579,2304.01908,452.95229,2614.04782,260.248,185.175,16.903,11.044,0.168,9.387,25337.679379999998,20040.92062,4671.69899136498,55.83618573512624
Italy,2011,1648755.8,59364690.0,471621.16,896240,149170,186150,199330,1026270,378670,229,5,9,18,39,41,105,108205.0,592650,384838,93754.0,15642.0,93026,32531,185175,16903,11044,24,3129,27773.34135830575,49520.2218,96977.6492,88405.6005,71637.5937,18687.98482,16052.91534,35226.15542,7449.599,925.875,152.127,198.792,0.936,128.289,385363.73877999996,1263392.06122,21281.877513720698,23.373002768511867
Cyprus,2011,19803.0,839751.0,8827.59,21530,1420,2830,20740,10980,9430,1,0,0,0,9,0,105,15126.0,48390,31422,18211.0,889.0,14690,32531,185175,16903,11044,24,3129,23581.990375718517,926.8969500000001,325.66278,68.7138,88.92426,377.69614,9.76122,138.5267,32.531,0.0,0.0,0.0,0.216,0.0,1968.9288499999998,17834.07115,21237.332435448126,9.94257864969954
Latvia,2011,19666.0,2074605.0,8737.42,37050,22420,32420,4290,44980,15340,4,1,0,0,1,1,105,19176.0,98627,64043,28699.0,665.0,17100,32531,185175,16903,11044,24,3129,9479.39487275891,917.4291,710.4708,2211.21734,2076.27406,123.11871,29.9117,262.314,130.124,185.175,0.0,0.0,0.024,3.129,6649.18771,13016.81229,6274.356945057011,33.81057515509001
Lithuania,2011,31317.2,3052588.0,10750.6,54540,9130,13580,18850,56810,36090,3,0,0,0,3,1,105,18399.0,62144,40353,25598.0,647.0,20560,32531,185175,16903,11044,24,3129,10259.22921796194,1128.813,1003.48146,567.37472,547.99374,482.5223,36.75607,742.0104,97.593,0.0,0.0,0.0,0.072,3.129,4609.74569,26707.45431,8749.11855448557,14.719533323541055
Luxembourg,2011,44323.5,511840.0,11845.11,40100,1650,2300,1330,11720,5440,2,0,0,0,0,0,105,71957.0,247472,160696,150219.0,4640.0,82776,32531,185175,16903,11044,24,3129,86596.3973116599,1243.73655,2885.4757,408.3288,369.6008,199.79127,54.3808,450.30144,65.062,0.0,0.0,0.0,0.0,0.0,5676.677360000001,38646.82264,75505.67099093467,12.807376132300023
Hungary,2011,102193.5,9985722.0,60235.72,138160,57240,76680,34180,134970,72130,10,2,1,2,3,12,105,68921.0,261548,169836,77634.0,4795.0,74316,32531,185175,16903,11044,24,3129,10233.962051016442,6324.7506,9522.12536,14971.00752,13023.02448,2653.53012,647.18115,5360.41308,325.31,370.35,16.903,22.088,0.072,37.548,53274.303309999996,48919.196690000004,4898.914338893072,52.13081390695102
Malta,2011,6924.6,414989.0,2947.95,8650,580,1170,7880,3290,1470,3,0,0,0,0,0,105,7158.0,150194,97529,17076.0,2486.0,87032,32531,185175,16903,11044,24,3129,16686.22541802313,309.53475,61.9167,87.11252,114.10893,134.55888,8.17894,127.93704,97.593,0.0,0.0,0.0,0.0,0.0,940.9407600000001,5983.65924,14418.838186072402,13.58837709037345
Netherlands,2011,650359.0,16655799.0,202647.13,333080,21440,34800,34560,264450,131760,23,3,1,1,3,4,105,79400.0,294599,191298,135753.0,6051.0,112156,32531,185175,16903,11044,24,3129,39047.000987463885,21277.948650000002,26446.552,6316.20256,6657.1704,4691.62368,1600.18695,14777.67456,748.213,555.525,16.903,11.044,0.072,12.516,83111.6318,567247.3682,34057.04933158716,12.779346760789043
Austria,2011,310128.7,8375164.0,77848.51,195980,18670,31070,15180,132920,62320,20,1,1,0,0,0,105,75781.0,227195,147529,113124.0,8226.0,75613,32531,185175,16903,11044,24,3129,37029.56742100812,8174.09355,14851.56038,4241.73065,4583.72603,1717.22232,1093.39992,4712.20216,650.62,185.175,16.903,0.0,0.0,0.0,40226.63301000001,269902.06699,32226.4814145729,12.970948193443565
Poland,2011,379860.0,38062718.0,371042.63,858640,144540,258260,771130,727700,314720,300,9,9,18,100,39,105,27011.0,129265,83938,42598.0,3070.0,70606,32531,185175,16903,11044,24,3129,9979.84431905257,38959.476149999995,23192.72504,18683.9631,21677.82788,32848.59574,2234.039,22221.12032,9759.3,1666.575,152.127,198.792,2.4,122.031,171718.97222999996,208141.02777000004,5468.370066740899,45.205858008213546
Portugal,2011,176096.2,10572721.0,57359.43,180980,56990,95380,57100,152210,59280,28,2,1,2,38,8,105,31431.0,234012,151956,35284.0,2221.0,25361,32531,185175,16903,11044,24,3129,16655.712375272175,6022.7401500000005,5688.38238,13336.34388,14493.56328,2014.7164,338.05841,1503.40008,910.868,370.35,16.903,22.088,0.912,25.032,44743.357579999996,131352.84242,12423.74999018701,25.408474220340924
Romania,2011,131841.6,20199059.0,101231.29,250500,119550,158140,326000,258700,187180,44,4,3,6,16,12,105,52412.0,217324,141119,61831.0,3748.0,48662,32531,185175,16903,11044,24,3129,6527.115941391132,10629.28545,13129.206,25981.0842,22316.55866,20156.906,969.6076,9108.55316,1431.364,740.7,50.709,66.264,0.384,37.548,104618.17007,27223.429930000013,1347.7573351313054,79.3514111403381
Slovenia,2011,37058.6,2050189.0,12508.0,47150,14390,16300,11430,37380,18810,5,1,0,1,2,2,105,84406.0,373078,242259,93509.0,10127.0,80401,32531,185175,16903,11044,24,3129,18075.699362351468,1313.34,3979.7429,5368.59242,3948.8217,1068.80787,378.54726,1512.34281,162.655,185.175,0.0,11.044,0.048,6.258,17935.37496,19123.225039999998,9327.542504617864,48.397335463293274
Slovakia,2011,71477.1,5392446.0,37726.94,78510,24110,29820,67030,122080,27990,10,1,1,1,2,5,105,50306.0,233434,151580,60571.0,5753.0,104309,32531,185175,16903,11044,24,3129,13255.042331439205,3961.3287,3949.52406,5628.09374,4520.1156,4060.07413,702.32624,2919.60891,325.31,185.175,16.903,11.044,0.048,15.645,26295.196379999998,45181.90362000001,8378.740115339127,36.788280973906325
Finland,2011,197998.0,5375276.0,45936.45,171300,20870,36020,60220,103930,35340,19,1,1,3,20,17,105,14520.0,65365,42445,17104.0,634.0,13649,32531,185175,16903,11044,24,3129,36834.94577766797,4823.32725,2487.276,1364.16755,1528.8689,1030.00288,65.89162,482.35566,618.089,185.175,16.903,33.132,0.48,53.193,12688.861859999997,185309.13814,34474.3485060116,6.408580824048727
Sweden,2011,412844.7,9415570.0,17354.07,161920,25600,45230,26230,174230,54290,9,1,0,1,11,6,105,18625.0,53538,34765,20187.0,932.0,17421,32531,185175,16903,11044,24,3129,43847.021476129434,1822.17735,3015.76,1370.5728,1572.42095,529.50501,162.38236,945.78609,292.779,185.175,0.0,11.044,0.264,18.774,9926.640559999998,402918.05944000004,42792.74217492941,2.4044490724962673
Norway,2011,358339.5,4920305.0,28976.22,209990,32270,40930,18830,159800,29980,6,1,0,2,0,4,105,16865.64706,56741,36845,15510.52941,1117.0,9684,32531,185175,16903,11044,24,3129,72828.71691897148,3042.5031,3541.6172261293996,1831.03207,1508.06585,292.0632687903,178.4966,290.32632,195.186,185.175,0.0,22.088,0.0,12.516,11099.069434919698,347240.4305650803,70572.94833655238,3.0973614225949686
Switzerland,2011,520201.4,7870134.0,49452.91,80780,8250,16100,8440,96730,57890,17,1,1,0,0,0,105,143134.2577,306655,199126,232060.8763,12280.68085,65004,32531,185175,16903,11044,24,3129,66098.16300459435,5192.555550000001,11562.385337005999,2529.90375,3205.9286,1958.5937959720002,1187.9102586205001,3763.08156,553.027,185.175,16.903,0.0,0.0,0.0,30155.463851598495,490045.9361484015,62266.53016942298,5.796882486590481
United Kingdom,2011,1912869.3,63022532.0,563180.23,1165840,110800,172630,432560,864920,259040,101,5,6,17,131,41,105,55633.0,268250,174188,117414.0,4722.0,102606,32531,185175,16903,11044,24,3129,30352.14929162161,59133.92415,64859.17672,29722.1,30070.07444,50788.59984,4084.15224,26579.05824,3285.631,925.875,101.418,187.748,3.144,128.289,269869.19062999997,1643000.1093700002,26070.042843883206,14.108083110016976
Belgium,2012,386174.7,11075889.0,120090.76,216460,25050,33590,47400,128620,71760,29,1,1,1,7,11,105,67427.0,512037,332491,159275.0,7953.0,162801,32531,185175,16903,11044,24,3129,34866.248659588404,12609.529799999998,14595.24842,12826.52685,11168.37269,7549.635,1022.91486,11682.59976,943.399,185.175,16.903,11.044,0.168,34.419,72645.93538000001,313528.76462000003,28307.32274583106,18.811676523604472
Bulgaria,2012,42256.8,7327224.0,51234.67,128600,33080,55490,327840,86470,43070,69,2,1,3,6,5,105,39770.0,309647,201070,46368.0,2791.0,58106,32531,185175,16903,11044,24,3129,5767.095423860387,5379.64035,5114.422,10243.12276,11157.3743,15201.28512,241.33777,2502.62542,2244.639,370.35,16.903,33.132,0.144,15.645,52520.62071999999,-10263.820719999989,-1400.7788925246434,124.28915753204214
Czechia,2012,162587.5,10505445.0,127620.82,224210,43610,55550,160170,237460,85850,22,1,3,1,6,11,105,49118.0,282451,183409,71277.0,8138.0,131699,32531,185175,16903,11044,24,3129,15476.498139774183,13400.1861,11012.74678,12317.68811,10188.36995,11416.43709,1932.44948,11306.35915,715.682,185.175,50.709,11.044,0.144,34.419,72571.40965999999,90016.09034000001,8568.517596351227,44.63529463212116
Denmark,2012,254578.0,5580516.0,55485.82,129440,18190,28960,12660,119530,76250,12,1,0,0,4,2,105,25320.0,124113,80593,54274.0,1483.0,25524,32531,185175,16903,11044,24,3129,45619.07895255564,5826.0111,3277.4208,2257.61547,2333.97328,687.10884,177.26299,1946.205,390.372,185.175,0.0,0.0,0.096,6.258,17087.498480000002,237490.50152,42557.08639129428,6.712087643079921
Germany,2012,2745310.0,80327900.0,890853.07,1436060,113520,224280,371900,1256830,630590,161,12,10,7,140,75,105,74688.0,266647,173147,116457.0,5720.0,90548,32531,185175,16903,11044,24,3129,34176.29491123259,93539.57234999999,107256.44928,30269.76744,38833.40916,43310.3583,7189.0676,57098.66332,5237.491,2222.1,169.03,77.308,3.36,234.675,385441.25145,2359868.74855,29377.9464986636,14.039990072159426
Estonia,2012,17916.7,1325217.0,16476.44,37490,8630,14060,42900,23150,10360,36,1,1,10,6,9,105,7116.0,26735,17360,6789.0,508.0,15020,32531,185175,16903,11044,24,3129,13519.823545879655,1730.0262,266.77884,230.72305,244.0816,291.2481,11.7602,155.6072,1171.116,185.175,16.903,110.44,0.144,28.161,4442.16419,13474.535810000001,10167.795772315027,24.79342842152852
Ireland,2012,175615.4,4589287.0,64990.97,111250,14250,28700,23500,109280,117080,6,0,0,1,6,2,105,29855.0,50219,32609,77934.0,1779.0,15632,32531,185175,16903,11044,24,3129,38266.37994093636,6824.051850000001,3321.36875,715.62075,935.8783,1831.449,194.40912,1830.19456,195.186,0.0,0.0,11.044,0.144,6.258,15865.604330000002,159749.79567,34809.28424611492,9.034289891433213
Greece,2012,188380.6,11086406.0,109185.51,285370,48940,76040,142700,193010,68180,27,4,2,2,59,9,105,26670.0,145705,94614,36550.0,3480.0,41129,32531,185175,16903,11044,24,3129,16992.03511038654,11464.478549999998,7610.8179,7130.8027,7194.44856,5215.685,671.6748,2804.17522,878.337,740.7,33.806,22.088,1.416,28.161,43796.59072999999,144584.00927,13041.558217333913,23.248992056506875
Spain,2012,1031099.0,46818219.0,315953.18,861040,122290,179250,283230,567890,418410,91,7,5,11,65,28,105,42135.0,201671,130955,71915.0,3611.0,22806,32531,185175,16903,11044,24,3129,22023.456295934706,33175.0839,36279.9204,24662.34659,23473.68375,20368.48545,2050.65079,9542.25846,2960.321,1296.225,84.515,121.484,1.56,87.612,154104.14634000004,876994.85366,18731.91403671293,14.945620773562968
France,2012,2088804.0,65276983.0,443771.93,1060170,164140,247330,219690,1075930,608030,101,3,4,6,60,34,105,63655.0,208191,135189,111252.0,6209.0,42588,32531,185175,16903,11044,24,3129,31999.08917359125,46596.05265,67485.12135,34172.47074,33436.29537,24440.95188,6680.44937,25894.78164,3285.631,555.525,67.612,66.264,1.44,106.386,242788.98099999997,1846015.019,28279.72332912506,11.623349103123125
Croatia,2012,44483.6,4275984.0,20712.13,62640,35430,47070,24560,81100,42050,7,1,0,1,6,2,105,59833.0,192306,124874,79013.0,5231.0,59914,32531,185175,16903,11044,24,3129,10403.125923763979,2174.77365,3747.93912,6813.40158,5877.81918,1940.55928,424.2341,2519.3837,227.717,185.175,0.0,11.044,0.144,6.258,23928.448610000007,20555.15138999999,4807.11606731924,53.7916189561996
Italy,2012,1624358.7,59394207.0,461385.79,847630,176250,211250,180190,1030470,389410,222,5,9,17,36,40,105,108205.0,592650,384838,93754.0,15642.0,93026,32531,185175,16903,11044,24,3129,27348.77325662417,48445.50794999999,91717.80415,104454.5625,81297.0275,16893.53326,16118.61174,36225.25466,7221.882,925.875,152.127,187.748,0.864,125.16,403765.9577599999,1220592.74224,20550.70357686567,24.856945560115506
Cyprus,2012,19440.8,862011.0,8308.08,20950,1110,2180,16030,10470,8910,0,0,0,0,9,0,105,15126.0,48390,31422,18211.0,889.0,14690,32531,185175,16903,11044,24,3129,22552.844453261034,872.3484,316.8897,53.7129,68.49996,291.92233,9.30783,130.8879,0.0,0.0,0.0,0.0,0.216,0.0,1743.7850199999998,17697.01498,20529.91780847344,8.969718427225216
Latvia,2012,22097.5,2044813.0,7196.52,37060,22980,32660,4430,45180,16260,5,1,0,0,1,1,105,19176.0,98627,64043,28699.0,665.0,17100,32531,185175,16903,11044,24,3129,10806.611655931374,755.6346000000001,710.66256,2266.44846,2091.64438,127.13657,30.0447,278.046,162.655,185.175,0.0,0.0,0.024,3.129,6610.600270000001,15486.89973,7573.7486655258945,29.915602534223332
Lithuania,2012,33410.2,3003641.0,11265.83,55140,8120,13900,16680,56290,35840,3,0,0,0,4,1,105,18399.0,62144,40353,25598.0,647.0,20560,32531,185175,16903,11044,24,3129,11123.233435686887,1182.9121499999999,1014.52086,504.60928,560.9067,426.97464,36.41963,736.8704,97.593,0.0,0.0,0.0,0.096,3.129,4564.031659999999,28846.168339999997,9603.733715181008,13.660593651040697
Luxembourg,2012,46526.2,524853.0,11505.8,37460,1630,2280,1530,12040,5280,2,0,0,0,0,0,105,71957.0,247472,160696,150219.0,4640.0,82776,32531,185175,16903,11044,24,3129,88646.15425652516,1208.109,2695.50922,403.37936,366.38688,229.83507,55.8656,437.05728,65.062,0.0,0.0,0.0,0.0,0.0,5461.20441,41064.99559,78240.94668411918,11.737911993672382
Hungary,2012,100281.2,9931925.0,56324.08,131330,59860,75430,30400,136140,71540,9,2,1,2,3,11,105,68921.0,261548,169836,77634.0,4795.0,74316,32531,185175,16903,11044,24,3129,10096.854335891583,5914.0284,9051.39493,15656.26328,12810.72948,2360.0736,652.7913,5316.56664,292.779,370.35,16.903,22.088,0.072,34.419,52498.45863,47782.741369999996,4811.025190987648,52.35124692365069
Malta,2012,7364.5,417546.0,3130.58,9510,590,1170,7740,3180,1470,10,0,0,0,0,0,105,7158.0,150194,97529,17076.0,2486.0,87032,32531,185175,16903,11044,24,3129,17637.577656114536,328.7109,68.07258,88.61446,114.10893,132.16824,7.90548,127.93704,325.31,0.0,0.0,0.0,0.0,0.0,1192.82763,6171.67237,14780.820244955046,16.196994093285355
Netherlands,2012,652966.0,16730348.0,198354.78,314360,19780,32880,34550,258250,125700,16,3,1,1,2,4,105,79400.0,294599,191298,135753.0,6051.0,112156,32531,185175,16903,11044,24,3129,39028.83550300328,20827.2519,24960.184,5827.16822,6289.87824,4690.26615,1562.67075,14098.0092,520.496,555.525,16.903,11.044,0.048,12.516,79371.96045999999,573594.03954,34284.644858552856,12.155603884428897
Austria,2012,318653.0,8408121.0,75803.62,190500,18200,30450,14790,130740,62600,20,1,1,0,0,0,105,75781.0,227195,147529,113124.0,8226.0,75613,32531,185175,16903,11044,24,3129,37898.24147392741,7959.380099999999,14436.2805,4134.949,4492.25805,1673.10396,1075.46724,4733.3738,650.62,185.175,16.903,0.0,0.0,0.0,39357.510650000004,279295.48935,33217.34895941673,12.351212965200391
